# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 20K of event 'cycles:u'
# Event count (approx.): 65150674632
#
# Overhead  Command          Symbol                                                                                                   Shared Object                      IPC   [IPC Coverage]
# ........  ...............  .......................................................................................................  .................................  ....................
#
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f79a0e30                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007460ceb0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fdafa08                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fc9323c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007eed1920                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000729486cc                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e01f9d0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e0a7c80                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f7878320                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fc1b8d8                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000074669580                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fdaf274                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e1658cc                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007296067c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fcd590c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e167b78                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072980630                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e0e34f8                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f7878348                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007297e99c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e16f25c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007294a2fc                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000745f7644                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000729493a4                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e16ff28                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007295ad00                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072983094                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e01f958                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fdaf558                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000074659c9c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007294e940                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728d7288                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000729008f4                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e026a10                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e147748                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072980984                                                                                   [JIT] tid 52726                    -      -            
     0.00%  wine_dmsynth_si  [.] 0x00000000f787b710                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fdb04c8                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e1245c0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000729525c0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000729623c0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  wined3d_cs       [.] 0x00000000001f0420                                                                                   libmali.so.1.10.0                  -      -            
     0.00%  wined3d_cs       [.] 0x000000006fc04968                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007294901c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728e2f24                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e12bec8                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072958208                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007295ed00                                                                                   [JIT] tid 52726                    -      -            
     0.00%  wined3d_cs       [.] 0x00000000744ec5b4                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000074575380                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000745cf4c0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007eed2128                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007efd2134                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd53f64                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072907c18                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006c5a825c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e0d4768                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072980a40                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072984a8c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007eed0a84                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e032ec0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007eed2780                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728e486c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f78816b8                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000729698a0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e16865c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd15800                                                                                   [JIT] tid 52726                    -      -            
     0.00%  wined3d_cs       [.] 0x00000000729a0b40                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007290b840                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f7884f64                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e11dd38                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e166ca8                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f78520fc                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072904100                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007296c740                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007293b450                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f787837c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007294a250                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e128718                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007463136c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fc932d4                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e15f258                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e03d3c0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd4f2e0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f7881818                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e034f14                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007eed1e8c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072842820                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e01ba80                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e07f97c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd0c268                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728d9600                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072984f0c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000745c614c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f7878388                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e0eca88                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728e2bc0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd0ef98                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd1f7b8                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000745c6320                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f780ac7c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007286b07c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728ff140                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072901460                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000744cc034                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072995eb0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007c885f38                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007297d9f0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e1645c0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e0332c0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e11e73c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000745cedc0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e189cc0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000074659e54                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728dac4c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007453113c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd2bb14                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007284289c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f7852234                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f7822c80                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f7850148                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e02cd2c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fc39af4                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007eed0c80                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007eed28d0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f7822c00                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f78520f0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007294c9e0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072949ba4                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072986900                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd507c0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd20b4c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007283f780                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072842954                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fcd5cd0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007eed2200                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e01a730                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e01efc8                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000745c6940                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e15720c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000729046ec                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007f010a44                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007295ead4                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fdb130c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007462d894                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f789b854                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728fee7c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007295c308                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728e3740                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728b36b8                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007290b47c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007290c464                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e0e4e00                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007294c4cc                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fdaf61c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd1532c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd4e430                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007299533c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] remove_node                                                                                          box86                              -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072984d20                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fc763c4                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f7971404                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007295821c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072901cf0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e0301d0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006c5b6bac                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e13a45c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007297d5b4                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007295166c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f78521c8                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e15b1c0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072947d00                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f78051ac                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072904b80                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728b5c04                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728d6d8c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e0208e4                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007294599c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] fpu_reset                                                                                            box86                              -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd4bf00                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072996540                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e16417c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007293afc4                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e03cc98                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f781aeec                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007eed1f90                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd4d140                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728e2b60                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd4abe8                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd4f4e8                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728e4240                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072907bdc                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007295b3f4                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072984ea8                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000727fc6a4                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mali-cmar-backe  [.] 0x00000000013265c8                                                                                   libmali.so.1.10.0                  -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072842840                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd28a80                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000729087ec                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f784fcd8                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072947f40                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f787bb70                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fc6ca04                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fc9312c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728374a8                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072908680                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd4e1f4                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007287be00                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007283b83c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072948ce0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000729028c4                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd4f034                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728d5884                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] read                                                                                                 libc.so.6                          -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072912a50                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007292a6a0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007eed1f98                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd1fab0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728dbdc0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fc74e9c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd4de30                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728a595c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728b3504                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e10e90c                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fc75ac4                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728703a0                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000072908840                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f79e8580                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x0000000000089724                                                                                   libc.so.6                          -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fc76700                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fc75240                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fc76828                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006e12eb00                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000006fd26080                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000728e3948                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x00000000f7850128                                                                                   [JIT] tid 52726                    -      -            
     0.00%  mgs2_sse_rg353v  [.] 0x000000007283f580                                                                                   [JIT] tid 52726                    -      -            
